Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Diameter,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,12.1,2,0.097,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,5,0.049,0.0054,1,1,0
Aluminum Alloy,35.45,2870,0.26,22.3,9,0.098,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.3,0,0.239,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.5,8,0.116,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,3,0.27,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,11,0.017,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,6,0.128,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,12,0.015,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,8,0.229,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.6,14,0.159,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,3,0.01,0.0131,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,5,0.294,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,17,0.195,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.8,12,0.182,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.6,11,0.25,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.7,9,0.169,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.9,13,0.245,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.5,3,0.037,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.0,16,0.261,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.0,8,0.054,0.01,1,1,0
Aluminum Alloy,35.45,2870,0.26,19.5,18,0.242,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,14,0.097,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.3,17,0.012,0.019,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.1,10,0.207,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.2,8,0.178,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.3,10,0.147,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.0,8,0.337,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,6,0.014,0.0045,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.9,1,0.264,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.6,1,0.103,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.7,8,0.26,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.4,12,0.221,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,9,0.315,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,6,0.049,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.6,1,0.172,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,12,0.069,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.9,11,0.212,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.3,1,0.235,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.2,0,0.297,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,11,0.199,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.9,13,0.195,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,14,0.339,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.6,3,0.306,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.4,17,0.19,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,8,0.07,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.6,18,0.207,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.8,14,0.062,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.9,3,0.119,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,12,0.235,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.2,13,0.228,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.4,6,0.152,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.6,6,0.315,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,9,0.22,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,3,0.169,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,1,0.135,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.3,15,0.187,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.8,12,0.058,0.0157,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,15,0.035,0.0052,1,1,0
Aluminum Alloy,35.45,2870,0.26,11.1,9,0.125,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.8,0,0.143,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.3,16,0.018,0.0067,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.2,5,0.222,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,11,0.289,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,2,0.077,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.3,1,0.293,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,7,0.054,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.7,13,0.07,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,12,0.027,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.2,4,0.094,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.0,14,0.106,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.2,15,0.176,0.0053,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.6,3,0.156,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,8,0.092,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,17,0.228,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.2,10,0.115,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,0,0.275,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.5,3,0.057,0.0157,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,15,0.026,0.0079,1,1,0
Aluminum Alloy,35.45,2870,0.26,18.0,10,0.089,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,14,0.165,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.4,4,0.307,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,18,0.163,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,12,0.144,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.7,1,0.33,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.3,4,0.331,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.0,16,0.183,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.0,4,0.172,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,17,0.208,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.3,15,0.241,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,16,0.017,0.0081,1,1,0
Aluminum Alloy,35.45,2870,0.26,21.0,0,0.136,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.8,16,0.008,0.0179,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.4,2,0.17,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.4,6,0.062,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.4,15,0.122,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.7,16,0.233,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.0,10,0.084,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,17,0.214,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.9,16,0.039,0.0048,1,1,0
Aluminum Alloy,35.45,2870,0.26,22.0,6,0.04,0.0059,1,1,0
Aluminum Alloy,35.45,2870,0.26,3.2,7,0.07,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,13,0.109,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.7,14,0.226,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,9,0.197,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,14,0.161,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.2,16,0.267,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,8,0.254,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.5,7,0.091,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.5,1,0.015,0.0068,1,1,0
Aluminum Alloy,35.45,2870,0.26,19.2,3,0.336,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.6,10,0.078,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.5,16,0.289,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.8,10,0.165,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,16,0.34,0.0169,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,2,0.02,0.0089,1,1,0
Aluminum Alloy,35.45,2870,0.26,14.6,2,0.193,0.0081,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,17,0.088,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.4,17,0.328,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,18,0.174,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.3,7,0.106,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,7,0.114,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.8,1,0.286,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.8,16,0.11,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.7,12,0.338,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.0,12,0.004,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,18,0.307,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.7,17,0.133,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.4,3,0.213,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,18,0.285,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.2,12,0.104,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.1,7,0.112,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,15,0.209,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,13,0.018,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.0,9,0.244,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.4,8,0.22,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.3,2,0.239,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.7,12,0.141,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,7,0.316,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.6,8,0.218,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.6,1,0.207,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.8,2,0.09,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,13,0.084,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,17,0.043,0.0071,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.8,6,0.084,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.2,1,0.007,0.0119,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,12,0.072,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.4,10,0.299,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.2,7,0.264,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,13,0.049,0.0013,1,1,0
Aluminum Alloy,35.45,2870,0.26,23.9,17,0.183,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.6,5,0.203,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,17,0.268,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.0,17,0.229,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,10,0.069,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.3,6,0.125,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,17,0.257,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.0,13,0.048,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.7,15,0.155,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.0,9,0.196,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.9,5,0.273,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.6,15,0.103,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.4,11,0.129,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.8,8,0.211,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.2,13,0.114,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,13,0.243,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.5,8,0.003,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,1,0.044,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.4,18,0.12,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.1,17,0.258,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,2,0.28,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,15,0.146,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.0,7,0.179,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,3,0.028,0.016,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,13,0.073,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.8,2,0.29,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,1,0.088,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.5,3,0.117,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,0,0.188,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.2,10,0.231,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.3,7,0.206,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.4,16,0.279,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.0,13,0.024,0.018,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.0,11,0.008,0.0151,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,1,0.216,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.7,0,0.29,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.0,16,0.088,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,17,0.326,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.5,4,0.161,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,3,0.188,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.3,14,0.112,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.4,13,0.059,0.0052,1,1,0
Aluminum Alloy,35.45,2870,0.26,26.6,4,0.271,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.2,15,0.228,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,10,0.049,0.0186,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.0,3,0.187,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,1,0.171,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.9,12,0.251,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.8,16,0.114,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.9,6,0.285,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,13,0.201,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.5,3,0.084,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.2,13,0.239,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.0,12,0.083,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.3,14,0.282,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.1,17,0.194,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.7,4,0.054,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.8,7,0.009,0.0009,1,1,1
Aluminum Alloy,35.45,2870,0.26,24.8,4,0.103,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.9,15,0.119,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.1,8,0.092,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.9,6,0.248,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,1,0.105,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.9,5,0.181,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,5,0.145,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.4,6,0.167,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.9,6,0.132,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.4,9,0.274,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.9,0,0.188,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.5,10,0.262,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.4,18,0.075,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.9,3,0.309,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.4,11,0.062,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.9,16,0.187,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.4,6,0.045,0.0099,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.8,1,0.253,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,16,0.032,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.7,11,0.003,0.0196,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.5,3,0.114,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,5,0.199,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,14,0.222,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.4,13,0.188,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.2,8,0.037,0.0156,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.5,14,0.253,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,18,0.222,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,11,0.121,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.3,5,0.184,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.3,18,0.083,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.9,18,0.126,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,4,0.23,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.2,5,0.278,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.4,14,0.335,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.1,17,0.312,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.5,13,0.123,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.0,11,0.044,0.0094,1,1,0
Aluminum Alloy,35.45,2870,0.26,25.6,14,0.031,0.0126,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,9,0.099,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,13,0.016,0.0123,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.5,14,0.156,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,3,0.289,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,10,0.078,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.3,17,0.11,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.3,3,0.298,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,17,0.313,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,18,0.115,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.9,10,0.327,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,9,0.089,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.7,16,0.257,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.1,8,0.105,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,7,0.171,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.1,7,0.312,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.8,7,0.042,0.0113,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.7,15,0.018,0.0054,1,1,0
Aluminum Alloy,35.45,2870,0.26,30.9,2,0.282,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.8,15,0.063,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,17,0.296,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.3,14,0.087,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.0,15,0.296,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.2,2,0.267,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.9,4,0.199,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.5,2,0.25,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,15,0.144,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.9,17,0.163,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,6,0.283,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.7,14,0.28,0.016,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,4,0.109,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,15,0.145,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.1,3,0.187,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,1,0.079,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,17,0.327,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,18,0.286,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.6,7,0.044,0.013,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,13,0.008,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.0,10,0.236,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.7,1,0.233,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,7,0.262,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.7,7,0.136,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.4,4,0.053,0.0157,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,18,0.203,0.0163,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.9,4,0.258,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.3,0,0.225,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.2,9,0.069,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,11,0.128,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,5,0.076,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.1,3,0.249,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.7,16,0.219,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,2,0.264,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,8,0.289,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,3,0.027,0.0038,1,1,0
Aluminum Alloy,35.45,2870,0.26,12.7,0,0.133,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,17,0.195,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,4,0.07,0.0145,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,7,0.006,0.0173,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,9,0.212,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.3,10,0.255,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,16,0.287,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.6,13,0.321,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.5,14,0.322,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,6,0.229,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.9,18,0.012,0.0189,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.3,3,0.2,0.0106,1,0,0
Aluminum Alloy,35.45,2870,0.26,30.2,7,0.09,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.9,4,0.082,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.2,3,0.22,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,18,0.015,0.0112,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,1,0.3,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.8,5,0.246,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.9,5,0.163,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,14,0.302,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.3,8,0.337,0.0128,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,3,0.123,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,16,0.214,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.0,7,0.263,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,13,0.119,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.5,11,0.201,0.0003,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,12,0.224,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.2,15,0.125,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,17,0.289,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.0,16,0.2,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.3,5,0.113,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.8,17,0.246,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.3,11,0.225,0.0079,0,0,0
