Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Depth,Width,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,63.8,10.6,79.4,0.049,0.0101,0,0,0
Aluminum Alloy,35.45,2870,0.26,93.4,9.0,42.9,0.027,0.0129,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.8,8.2,22.0,0.073,0.0177,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.7,6.4,72.6,0.13,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,32.2,8.0,59.0,0.337,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.1,8.8,72.7,0.419,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.5,9.3,22.7,0.333,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.2,6.8,35.1,0.523,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,95.2,10.0,37.1,0.542,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.9,8.3,70.0,0.114,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.7,7.9,44.8,0.115,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.9,9.1,29.4,0.02,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,99.2,7.2,10.6,0.037,0.0111,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.7,10.6,22.2,0.296,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,55.5,9.5,45.8,0.347,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,6.4,49.1,0.076,0.0038,1,1,0
Aluminum Alloy,35.45,2870,0.26,65.2,10.5,32.0,0.086,0.0069,1,1,0
Aluminum Alloy,35.45,2870,0.26,22.8,6.0,19.2,0.378,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.6,6.6,40.9,0.33,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.2,8.9,70.2,0.381,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.9,10.9,51.5,0.286,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,17.6,10.0,10.8,0.477,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,91.3,8.2,49.3,0.242,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,6.4,35.2,0.517,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,97.6,9.8,81.4,0.431,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.2,7.4,91.2,0.013,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.3,8.3,47.5,0.305,0.017,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.2,8.3,83.1,0.427,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,76.6,9.8,24.8,0.111,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.2,10.2,76.3,0.37,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,85.9,6.7,27.5,0.374,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,60.6,9.2,62.1,0.269,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,45.9,6.6,40.0,0.519,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.8,10.8,76.7,0.204,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.7,6.8,62.3,0.309,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,35.7,6.8,11.1,0.468,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.4,7.6,54.4,0.32,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,80.3,6.4,63.3,0.423,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,7.0,97.8,0.287,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,32.3,8.1,21.3,0.536,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,82.5,7.0,42.2,0.045,0.0018,1,1,0
Aluminum Alloy,35.45,2870,0.26,46.5,10.3,33.0,0.125,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.0,8.9,34.4,0.442,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.8,9.9,45.7,0.194,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.7,6.9,59.3,0.332,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.7,10.2,69.5,0.507,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,43.4,6.2,62.2,0.064,0.0106,0,0,0
Aluminum Alloy,35.45,2870,0.26,86.7,6.2,85.4,0.323,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,42.6,10.0,15.0,0.351,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,84.5,8.4,15.6,0.044,0.0131,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.7,7.3,70.2,0.47,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.4,7.8,18.7,0.027,0.0198,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.0,10.3,77.2,0.06,0.0083,1,1,0
Aluminum Alloy,35.45,2870,0.26,74.6,10.7,89.7,0.18,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,91.1,11.0,78.5,0.004,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,24.0,9.9,51.9,0.233,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.4,10.8,28.4,0.399,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,81.1,7.6,91.2,0.376,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.7,10.9,63.1,0.195,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,84.9,9.4,97.5,0.257,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,79.6,11.0,82.6,0.02,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,52.2,10.4,77.9,0.106,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,94.7,10.6,51.6,0.287,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.5,6.9,51.4,0.064,0.0067,1,1,0
Aluminum Alloy,35.45,2870,0.26,56.2,8.7,25.5,0.169,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,60.2,10.4,57.6,0.167,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,94.8,8.2,74.4,0.394,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,64.9,9.5,66.2,0.133,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.2,10.8,84.6,0.142,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.1,10.8,64.9,0.202,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.0,6.9,23.8,0.041,0.0128,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.7,6.7,19.7,0.312,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.7,9.3,97.2,0.197,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,90.9,7.2,24.6,0.508,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,58.5,6.7,34.4,0.157,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.4,6.7,56.2,0.302,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,83.7,7.4,36.8,0.178,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.7,9.6,52.7,0.035,0.0119,0,0,0
Aluminum Alloy,35.45,2870,0.26,85.4,9.3,30.3,0.223,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.1,7.0,90.9,0.417,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.2,8.7,55.4,0.527,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.4,10.5,16.3,0.536,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,82.8,10.6,41.7,0.279,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.0,9.3,74.5,0.131,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.3,10.5,57.2,0.459,0.017,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.2,7.2,40.0,0.081,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,87.9,7.2,34.0,0.281,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.9,10.4,77.6,0.097,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.5,8.8,75.2,0.127,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.1,9.8,56.8,0.382,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.4,10.6,91.2,0.045,0.0132,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.9,9.4,91.8,0.4,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,85.9,6.3,100.3,0.132,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,93.5,8.4,99.6,0.44,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.4,9.0,26.0,0.425,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.8,8.5,78.0,0.441,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.0,9.0,82.0,0.441,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,48.5,6.7,76.6,0.518,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.7,10.4,53.0,0.261,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.7,10.2,96.9,0.297,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,37.7,8.1,28.8,0.151,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,10.1,59.3,0.413,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,85.7,9.0,56.8,0.008,0.0187,0,0,0
Aluminum Alloy,35.45,2870,0.26,91.5,8.0,37.8,0.527,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.1,9.1,91.5,0.306,0.0158,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.1,7.9,70.2,0.255,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.0,7.7,38.2,0.184,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.1,10.1,49.9,0.477,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.6,9.1,37.8,0.48,0.0133,1,0,0
Aluminum Alloy,35.45,2870,0.26,98.7,10.7,11.3,0.285,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,6.5,44.1,0.2,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,94.7,10.4,43.6,0.484,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.3,9.6,62.1,0.509,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.9,7.9,98.9,0.303,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.2,10.7,55.6,0.41,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,9.1,30.7,0.178,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.4,7.1,54.4,0.087,0.0159,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.2,10.4,57.3,0.029,0.0197,0,0,0
Aluminum Alloy,35.45,2870,0.26,91.5,10.8,64.4,0.405,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.3,7.4,54.1,0.019,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.0,8.5,93.7,0.363,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.7,9.8,12.9,0.112,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,49.2,8.5,84.4,0.166,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.5,10.7,71.7,0.322,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,43.9,9.3,17.4,0.452,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,80.8,10.1,86.0,0.547,0.0172,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.3,9.0,58.6,0.372,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,73.5,8.7,42.1,0.474,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.7,10.1,69.3,0.211,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,87.5,10.8,83.0,0.467,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,32.1,10.0,91.5,0.004,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.6,10.5,21.0,0.409,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.4,8.8,64.3,0.265,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,93.4,6.7,37.0,0.398,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.0,10.4,76.9,0.323,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.2,10.1,36.6,0.257,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.5,10.5,62.5,0.263,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.3,10.7,19.8,0.093,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.7,7.4,77.2,0.139,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.5,8.4,19.8,0.247,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,70.9,8.2,64.8,0.446,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,60.0,10.2,77.2,0.436,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.6,10.1,29.4,0.331,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,46.5,6.1,83.6,0.048,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.6,8.3,37.5,0.057,0.0078,1,1,0
Aluminum Alloy,35.45,2870,0.26,95.2,8.9,11.8,0.462,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.2,7.3,65.5,0.377,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.8,8.4,69.3,0.53,0.0062,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.0,9.8,95.4,0.027,0.0176,0,0,0
Aluminum Alloy,35.45,2870,0.26,80.1,9.5,52.5,0.378,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,62.7,9.3,29.0,0.01,0.0176,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.5,9.6,65.5,0.508,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.3,8.2,74.6,0.165,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.9,10.9,28.2,0.175,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,67.5,8.0,76.9,0.366,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.4,6.6,20.4,0.386,0.0151,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.2,6.2,22.8,0.196,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,99.8,9.0,61.5,0.031,0.0135,0,0,0
Aluminum Alloy,35.45,2870,0.26,86.6,8.4,52.6,0.461,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.1,7.6,61.0,0.478,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,94.4,7.6,21.6,0.408,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.9,7.4,93.4,0.208,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,81.3,6.3,31.2,0.065,0.0148,0,0,0
Aluminum Alloy,35.45,2870,0.26,60.1,8.5,100.3,0.138,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.3,7.0,32.3,0.521,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,10.1,56.1,0.186,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.9,6.4,101.0,0.046,0.0015,1,1,0
Aluminum Alloy,35.45,2870,0.26,81.8,7.3,85.5,0.418,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,46.2,6.2,33.7,0.44,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,9.7,36.5,0.268,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,91.1,6.8,81.1,0.221,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,48.5,10.8,21.7,0.177,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,46.6,7.3,51.8,0.478,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,85.5,9.5,84.3,0.134,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.6,6.1,40.3,0.529,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,76.9,6.5,66.5,0.239,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,98.8,8.2,28.4,0.456,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.9,9.8,39.2,0.063,0.0132,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.6,8.0,61.9,0.484,0.0176,1,0,0
Aluminum Alloy,35.45,2870,0.26,83.7,6.8,78.5,0.235,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.3,8.2,98.6,0.193,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.1,6.1,60.3,0.168,0.0192,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.8,6.8,52.6,0.006,0.0119,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.2,8.3,90.1,0.109,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,92.2,8.4,44.2,0.192,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.2,9.9,48.7,0.331,0.0128,1,0,0
Aluminum Alloy,35.45,2870,0.26,96.1,9.0,46.1,0.439,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,60.4,8.6,86.9,0.476,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.3,6.4,95.6,0.48,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,32.2,8.8,73.7,0.263,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.4,10.0,31.2,0.457,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,6.3,96.4,0.016,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.1,7.6,54.6,0.48,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,86.4,8.6,31.4,0.466,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.9,6.1,84.2,0.012,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.9,8.2,22.0,0.208,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,84.2,10.6,35.0,0.426,0.0141,1,0,0
Aluminum Alloy,35.45,2870,0.26,83.8,7.2,88.1,0.544,0.018,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.0,9.0,48.1,0.195,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,94.6,10.6,75.7,0.045,0.0169,0,0,0
Aluminum Alloy,35.45,2870,0.26,38.9,10.2,47.5,0.352,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,52.3,6.8,87.6,0.45,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,32.7,7.2,34.5,0.037,0.0199,0,0,0
Aluminum Alloy,35.45,2870,0.26,37.2,8.0,48.4,0.032,0.018,0,0,0
Aluminum Alloy,35.45,2870,0.26,85.4,9.6,79.6,0.488,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.4,10.3,26.8,0.05,0.0112,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.7,7.2,63.9,0.522,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.7,6.6,36.2,0.344,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.6,9.1,38.2,0.072,0.0065,1,1,0
Aluminum Alloy,35.45,2870,0.26,40.6,9.0,28.1,0.209,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.7,7.2,18.6,0.056,0.0069,1,1,0
Aluminum Alloy,35.45,2870,0.26,50.3,11.0,12.1,0.229,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,76.1,9.2,52.8,0.423,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,85.2,7.5,53.7,0.185,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,94.4,9.1,15.7,0.154,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.5,9.5,59.5,0.478,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.1,6.3,62.1,0.005,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.7,9.4,53.2,0.26,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.4,6.9,43.0,0.23,0.0105,1,0,0
Aluminum Alloy,35.45,2870,0.26,86.1,6.4,81.8,0.449,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.8,9.5,25.2,0.395,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.9,6.7,90.5,0.216,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.7,9.5,56.0,0.047,0.0059,1,1,0
Aluminum Alloy,35.45,2870,0.26,49.2,6.9,78.2,0.224,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.3,9.1,57.8,0.424,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.8,6.9,77.3,0.125,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,43.1,10.0,18.5,0.053,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.8,9.6,96.5,0.299,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.0,7.9,64.3,0.375,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,55.0,7.5,23.4,0.49,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.4,6.0,17.8,0.221,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.9,7.7,28.9,0.52,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.1,9.0,88.6,0.154,0.012,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.8,10.8,90.5,0.453,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.2,10.5,54.9,0.217,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.8,8.2,18.0,0.498,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.6,9.4,57.8,0.459,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,75.3,8.2,26.1,0.052,0.0155,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.6,8.8,36.9,0.178,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,52.4,6.4,75.7,0.455,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,95.0,6.9,47.4,0.132,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.8,9.1,37.3,0.123,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.8,8.0,84.8,0.112,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.0,6.1,41.5,0.415,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,16.5,8.1,29.2,0.107,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.6,8.2,58.4,0.52,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,51.8,9.0,26.5,0.164,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,81.5,8.3,40.1,0.21,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,56.2,9.3,27.9,0.276,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,91.2,7.7,60.7,0.466,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,48.9,8.2,16.6,0.059,0.0151,0,0,0
Aluminum Alloy,35.45,2870,0.26,86.5,8.0,27.3,0.338,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,18.6,8.6,34.3,0.229,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.1,9.8,53.9,0.298,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.6,8.7,94.6,0.548,0.0182,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.0,9.9,69.1,0.539,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.2,6.4,56.3,0.284,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,23.5,6.7,15.5,0.494,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.0,9.0,88.7,0.08,0.0058,1,1,0
Aluminum Alloy,35.45,2870,0.26,30.7,10.2,27.2,0.096,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,72.8,10.6,95.3,0.353,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.3,10.4,71.7,0.042,0.0073,1,1,0
Aluminum Alloy,35.45,2870,0.26,25.1,9.4,76.0,0.074,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.2,9.8,34.8,0.213,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,33.2,9.4,94.6,0.011,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,88.8,7.9,97.7,0.05,0.0094,1,1,0
Aluminum Alloy,35.45,2870,0.26,77.0,7.6,74.2,0.393,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.3,10.8,58.2,0.17,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.7,6.0,48.2,0.178,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,26.1,7.4,22.5,0.453,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.9,7.3,24.5,0.194,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.6,10.7,18.6,0.401,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,27.2,9.9,34.4,0.057,0.0074,1,1,0
Aluminum Alloy,35.45,2870,0.26,98.3,6.9,76.2,0.145,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.2,8.1,77.0,0.416,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,93.1,6.9,70.0,0.378,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,13.5,7.4,10.7,0.222,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,85.6,7.3,19.5,0.191,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.3,6.3,36.6,0.138,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,86.1,8.7,16.0,0.247,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,72.6,8.7,58.6,0.202,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,70.6,9.0,22.9,0.308,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.4,10.9,29.8,0.012,0.0154,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.7,7.1,59.4,0.229,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,91.8,6.6,33.5,0.061,0.0102,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.0,7.6,57.6,0.284,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,66.3,9.8,34.7,0.333,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,44.5,9.3,63.8,0.484,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.3,7.5,76.5,0.382,0.0037,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.7,6.7,59.8,0.445,0.0119,1,0,0
