Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Angle,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,6.5,33,0.23,0.015,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,43,0.17,0.0094,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,33,0.041,0.0068,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.4,35,0.107,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,37,0.104,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,30,0.17,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,38,0.037,0.0165,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,28,0.004,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,39,0.15,0.0135,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,38,0.03,0.0143,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,37,0.101,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,45,0.103,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,25,0.184,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,27,0.072,0.0124,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,28,0.178,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,40,0.121,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,42,0.214,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,27,0.006,0.0104,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,43,0.142,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,44,0.044,0.019,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,37,0.116,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,25,0.145,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,38,0.03,0.0076,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.0,38,0.185,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,36,0.05,0.0031,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.1,30,0.033,0.01,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.1,32,0.212,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,25,0.204,0.0009,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,31,0.14,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,45,0.185,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,27,0.172,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,40,0.067,0.0051,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.7,45,0.183,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,36,0.055,0.0083,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.3,39,0.037,0.0029,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.2,29,0.195,0.0036,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,43,0.189,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,40,0.212,0.0058,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,25,0.037,0.0159,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,26,0.171,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,41,0.055,0.0032,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.4,34,0.142,0.0003,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,26,0.212,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,27,0.101,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,43,0.082,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,38,0.157,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,37,0.074,0.016,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,36,0.196,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,42,0.22,0.0148,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,28,0.056,0.0122,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,33,0.028,0.0098,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.5,40,0.216,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,34,0.08,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,33,0.08,0.0174,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,33,0.048,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,35,0.12,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,29,0.212,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,30,0.09,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,43,0.197,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,30,0.217,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,29,0.206,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,28,0.04,0.0163,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,44,0.223,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,33,0.007,0.013,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,32,0.061,0.0068,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.3,29,0.169,0.0178,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,40,0.169,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,44,0.227,0.0117,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,34,0.124,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,31,0.077,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,26,0.062,0.0117,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,27,0.18,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,32,0.015,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,41,0.199,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,45,0.034,0.0182,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,31,0.216,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,37,0.126,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,27,0.119,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,26,0.061,0.0118,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,38,0.019,0.0197,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,26,0.161,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,32,0.172,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,38,0.168,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,37,0.185,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,43,0.12,0.015,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,31,0.191,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,44,0.191,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,26,0.074,0.0115,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,34,0.075,0.0133,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,37,0.043,0.0129,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,25,0.178,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,29,0.196,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,37,0.016,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,34,0.034,0.0057,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.5,38,0.183,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,32,0.187,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,40,0.119,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,41,0.122,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,36,0.19,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,26,0.159,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,27,0.077,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,42,0.166,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,32,0.207,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,29,0.18,0.0086,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,29,0.098,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,39,0.074,0.0029,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.6,40,0.014,0.0132,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,39,0.013,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,25,0.133,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,30,0.113,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,31,0.226,0.0193,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,34,0.099,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,26,0.046,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,29,0.062,0.002,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.2,31,0.161,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,30,0.208,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,29,0.036,0.0173,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,37,0.172,0.006,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,32,0.027,0.0161,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,36,0.176,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,41,0.166,0.0127,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,27,0.141,0.0149,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,35,0.091,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,36,0.021,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,26,0.063,0.0143,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,45,0.19,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,44,0.041,0.0091,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.9,35,0.207,0.0208,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,44,0.033,0.0096,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.7,38,0.091,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,29,0.085,0.0172,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,41,0.055,0.0049,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.2,44,0.194,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,29,0.228,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,42,0.193,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,42,0.07,0.0156,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,45,0.201,0.0048,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,25,0.082,0.0049,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.1,39,0.062,0.0104,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,33,0.045,0.0159,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,41,0.215,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,43,0.17,0.0147,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,44,0.168,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,25,0.08,0.0134,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,38,0.135,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,37,0.104,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,38,0.053,0.0151,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,42,0.106,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,38,0.137,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,42,0.225,0.0056,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,29,0.083,0.0051,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.4,43,0.021,0.0079,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,40,0.014,0.0046,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,30,0.088,0.0019,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.5,45,0.18,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,38,0.169,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,44,0.048,0.0068,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.0,25,0.087,0.0086,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.8,39,0.043,0.0195,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,42,0.01,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,29,0.199,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,33,0.133,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,36,0.069,0.0091,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.3,37,0.097,0.0088,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,30,0.048,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,34,0.184,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,45,0.143,0.0024,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,45,0.197,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,32,0.014,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,39,0.122,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,34,0.008,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,39,0.193,0.0044,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,45,0.214,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,42,0.037,0.0047,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.1,40,0.125,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,40,0.03,0.0117,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,34,0.026,0.0196,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,29,0.217,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,30,0.079,0.0015,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.8,25,0.036,0.0147,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,39,0.108,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,32,0.212,0.0059,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,32,0.12,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,33,0.182,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,41,0.155,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,34,0.114,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,34,0.044,0.0116,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,43,0.014,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,45,0.113,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,30,0.161,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,26,0.009,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,41,0.133,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,37,0.158,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,25,0.177,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,37,0.068,0.0167,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,38,0.054,0.0155,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,35,0.17,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,28,0.093,0.0202,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,43,0.071,0.0198,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,41,0.215,0.0025,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,44,0.062,0.0065,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.8,35,0.017,0.0157,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,33,0.16,0.0091,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,39,0.035,0.0111,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,42,0.213,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,29,0.102,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,45,0.053,0.0174,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,32,0.073,0.0128,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,43,0.097,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,31,0.229,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,37,0.019,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,25,0.004,0.0101,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,32,0.045,0.0058,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.1,29,0.102,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,25,0.158,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,25,0.204,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,31,0.205,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,39,0.073,0.0013,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.0,45,0.022,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,33,0.203,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,33,0.094,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,29,0.092,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,36,0.084,0.0093,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.1,30,0.091,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,32,0.101,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,37,0.116,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,42,0.064,0.0196,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,39,0.151,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,25,0.031,0.0087,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.9,26,0.035,0.0172,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,44,0.123,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,45,0.038,0.0026,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.5,26,0.046,0.0192,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,33,0.027,0.0199,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,36,0.198,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,40,0.055,0.0175,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,27,0.021,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,28,0.172,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,26,0.02,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,29,0.055,0.0081,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.4,39,0.071,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,38,0.017,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,33,0.105,0.0111,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,34,0.19,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,36,0.145,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,39,0.183,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,37,0.024,0.0199,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,31,0.042,0.0198,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.2,32,0.034,0.0197,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,39,0.139,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,35,0.13,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,34,0.153,0.0131,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,28,0.155,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,38,0.121,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,30,0.189,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,39,0.133,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,40,0.157,0.0017,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,27,0.094,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,26,0.056,0.0125,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,43,0.191,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,41,0.187,0.0171,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,38,0.168,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,39,0.223,0.0148,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,36,0.149,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,29,0.133,0.0099,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,42,0.226,0.0199,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,33,0.009,0.0193,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,32,0.184,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,40,0.003,0.0156,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,37,0.086,0.016,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,41,0.033,0.0187,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,43,0.05,0.0102,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,43,0.104,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,45,0.212,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,26,0.166,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,35,0.059,0.0075,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.0,28,0.077,0.0083,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.5,39,0.05,0.0056,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.0,30,0.141,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,45,0.055,0.0148,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.0,41,0.065,0.0068,1,1,0
Aluminum Alloy,35.45,2870,0.26,7.7,45,0.166,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,39,0.04,0.002,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.5,28,0.089,0.0188,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,38,0.113,0.0064,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,40,0.118,0.0119,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,28,0.048,0.0126,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,25,0.073,0.0046,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.2,43,0.072,0.0066,1,1,0
Aluminum Alloy,35.45,2870,0.26,10.0,30,0.202,0.0168,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,30,0.155,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,29,0.014,0.0147,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,42,0.015,0.0109,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,45,0.004,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,27,0.111,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,35,0.048,0.0176,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,29,0.157,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,35,0.223,0.018,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,28,0.134,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,26,0.079,0.0105,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,42,0.199,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,45,0.031,0.0107,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,26,0.08,0.0186,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,27,0.15,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,36,0.143,0.0175,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,25,0.135,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,29,0.06,0.0041,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.3,45,0.074,0.0022,1,1,0
Aluminum Alloy,35.45,2870,0.26,6.1,35,0.06,0.0129,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,28,0.127,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,32,0.104,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,36,0.006,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,35,0.12,0.0093,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,38,0.219,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.1,41,0.163,0.0123,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,25,0.141,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,29,0.119,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,26,0.184,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,42,0.086,0.005,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.3,31,0.01,0.0149,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.0,43,0.052,0.0048,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.9,39,0.145,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,28,0.105,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,35,0.073,0.0024,1,1,0
Aluminum Alloy,35.45,2870,0.26,9.4,32,0.03,0.0158,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,32,0.071,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,45,0.031,0.0142,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,38,0.127,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,41,0.068,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,28,0.009,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,26,0.149,0.003,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,44,0.092,0.0017,0,0,0
