Material Type,Material Hardness Number,Desity,Poissons Ratio,Length,Depth,Width,Tolerance,Surface finish,End Milling-Rough operation,End Milling-Semi finish operation,End Milling-Finish operation
Aluminum Alloy,35.45,2870,0.26,78.3,13.1,62.0,0.046,0.0153,0,0,0
Aluminum Alloy,35.45,2870,0.26,52.2,8.0,65.4,0.235,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.0,6.2,79.7,0.454,0.019,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.9,12.1,78.1,0.142,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,63.3,17.8,69.1,0.086,0.0183,1,0,0
Aluminum Alloy,35.45,2870,0.26,78.8,14.1,57.2,0.246,0.0146,1,0,0
Aluminum Alloy,35.45,2870,0.26,41.9,12.6,68.5,0.246,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.3,3.9,19.8,0.383,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.3,19.4,5.3,0.088,0.0032,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,9.8,15.5,0.252,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,57.6,1.2,50.8,0.274,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.8,5.5,78.0,0.286,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,7.7,28.8,0.298,0.0152,1,0,0
Aluminum Alloy,35.45,2870,0.26,18.1,10.4,4.8,0.061,0.0134,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.7,18.9,70.9,0.177,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.1,14.8,20.0,0.387,0.0187,1,0,0
Aluminum Alloy,35.45,2870,0.26,40.4,10.2,55.9,0.295,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.4,14.5,52.7,0.209,0.0125,1,0,0
Aluminum Alloy,35.45,2870,0.26,15.6,10.6,68.6,0.457,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,41.6,0.5,26.5,0.031,0.0018,1,1,0
Aluminum Alloy,35.45,2870,0.26,52.8,11.3,51.7,0.296,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,70.6,5.8,34.6,0.21,0.0195,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.9,1.2,7.1,0.371,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,2.6,19.2,0.175,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,20.2,59.5,0.316,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.4,11.1,6.5,0.35,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.2,17.6,17.7,0.099,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,46.3,12.2,53.4,0.225,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,68.6,16.1,7.5,0.411,0.021,0,0,0
Aluminum Alloy,35.45,2870,0.26,52.9,1.5,13.4,0.41,0.0107,1,0,0
Aluminum Alloy,35.45,2870,0.26,32.1,18.8,54.6,0.295,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,32.7,14.0,47.4,0.265,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.3,0.7,68.4,0.136,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,46.4,16.2,18.1,0.419,0.0113,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.6,11.2,18.1,0.014,0.012,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,11.5,16.9,0.049,0.0094,1,1,0
Aluminum Alloy,35.45,2870,0.26,35.4,10.8,54.3,0.185,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.5,15.3,8.3,0.467,0.0199,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.8,7.9,26.0,0.242,0.0041,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.0,5.7,14.0,0.206,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,31.7,6.7,44.4,0.083,0.0023,0,0,0
Aluminum Alloy,35.45,2870,0.26,32.0,15.2,53.1,0.128,0.0074,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.5,9.5,46.3,0.313,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.4,20.3,64.7,0.263,0.0072,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.2,20.5,58.7,0.104,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.8,14.1,23.5,0.46,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.1,16.6,18.7,0.143,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,12.3,17.1,3.2,0.242,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.0,4.1,3.9,0.189,0.0121,1,0,0
Aluminum Alloy,35.45,2870,0.26,57.7,14.9,21.1,0.278,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,45.7,12.9,21.0,0.217,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.6,16.3,12.3,0.402,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,9.2,45.1,0.295,0.0159,1,0,0
Aluminum Alloy,35.45,2870,0.26,57.3,18.0,8.2,0.075,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,22.8,20.9,48.1,0.262,0.0162,1,0,0
Aluminum Alloy,35.45,2870,0.26,67.0,17.8,12.0,0.361,0.007,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.6,17.0,72.5,0.267,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,33.2,2.4,59.3,0.148,0.0182,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.0,3.9,80.6,0.029,0.0102,0,0,0
Aluminum Alloy,35.45,2870,0.26,48.8,6.5,40.1,0.089,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,43.5,21.0,6.6,0.381,0.0166,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,8.5,73.5,0.401,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,1.0,41.9,0.234,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.0,17.5,80.7,0.446,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.3,14.0,20.1,0.303,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,4.5,7.9,0.216,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,1.4,21.9,0.039,0.004,1,1,0
Aluminum Alloy,35.45,2870,0.26,76.9,2.2,24.9,0.089,0.0012,0,0,0
Aluminum Alloy,35.45,2870,0.26,43.6,20.6,5.0,0.016,0.0128,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.7,4.6,21.4,0.173,0.0205,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.0,0.7,75.8,0.006,0.0187,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,18.3,26.1,0.412,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,42.8,14.1,7.3,0.414,0.0061,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,0.1,47.1,0.219,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,21.8,20.0,57.6,0.347,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.8,19.2,52.4,0.362,0.0069,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.7,8.0,61.9,0.398,0.0209,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.3,7.1,58.2,0.218,0.0077,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.7,7.1,40.8,0.277,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.9,1.7,45.9,0.401,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.6,1.3,30.3,0.201,0.0103,1,0,0
Aluminum Alloy,35.45,2870,0.26,78.1,9.9,11.9,0.101,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,62.2,13.6,30.7,0.031,0.0082,1,1,0
Aluminum Alloy,35.45,2870,0.26,3.4,10.8,51.4,0.427,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.1,4.0,43.1,0.24,0.0206,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.3,9.2,34.5,0.129,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,47.9,1.3,80.8,0.386,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.9,2.1,7.4,0.28,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.3,14.8,72.0,0.227,0.001,0,0,0
Aluminum Alloy,35.45,2870,0.26,41.9,11.5,61.3,0.455,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.4,9.0,16.8,0.322,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,50.0,20.8,31.2,0.356,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.1,9.9,7.6,0.311,0.0042,0,0,0
Aluminum Alloy,35.45,2870,0.26,42.3,12.7,70.9,0.011,0.0182,0,0,0
Aluminum Alloy,35.45,2870,0.26,62.1,12.3,49.4,0.436,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.5,7.1,13.7,0.078,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.2,19.7,48.1,0.453,0.0078,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.9,1.4,35.7,0.029,0.0043,1,1,0
Aluminum Alloy,35.45,2870,0.26,38.1,2.8,11.3,0.322,0.0191,1,0,0
Aluminum Alloy,35.45,2870,0.26,28.4,5.6,45.3,0.201,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.4,20.4,70.2,0.214,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.6,7.6,13.3,0.303,0.0118,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,8.4,13.5,0.343,0.0031,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.7,16.5,50.4,0.091,0.0026,0,0,0
Aluminum Alloy,35.45,2870,0.26,14.3,8.6,77.0,0.198,0.0165,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.9,5.7,11.7,0.431,0.0108,1,0,0
Aluminum Alloy,35.45,2870,0.26,72.5,8.3,74.9,0.189,0.0197,1,0,0
Aluminum Alloy,35.45,2870,0.26,37.1,9.5,50.9,0.407,0.0115,1,0,0
Aluminum Alloy,35.45,2870,0.26,46.3,9.9,49.7,0.158,0.0052,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.2,18.2,33.3,0.296,0.0137,1,0,0
Aluminum Alloy,35.45,2870,0.26,29.2,7.4,74.4,0.06,0.0078,1,1,0
Aluminum Alloy,35.45,2870,0.26,45.2,19.1,7.5,0.398,0.0027,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.0,6.2,72.3,0.25,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.5,12.3,30.8,0.148,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.7,2.9,53.9,0.283,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,46.5,16.7,16.2,0.014,0.0034,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.7,19.2,15.6,0.147,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,80.3,7.6,73.0,0.454,0.0169,1,0,0
Aluminum Alloy,35.45,2870,0.26,61.6,9.6,47.3,0.104,0.0201,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.9,12.4,77.0,0.287,0.0095,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.1,7.1,18.8,0.362,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.5,16.0,51.8,0.469,0.0014,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.4,7.3,7.6,0.294,0.0181,1,0,0
Aluminum Alloy,35.45,2870,0.26,74.6,14.9,41.3,0.216,0.0013,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.7,12.3,69.5,0.283,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,19.1,12.7,64.2,0.043,0.011,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.5,16.8,9.6,0.032,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,76.1,12.3,7.5,0.024,0.0016,1,1,0
Aluminum Alloy,35.45,2870,0.26,17.2,12.7,24.6,0.143,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,76.1,5.5,17.2,0.396,0.0184,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.7,12.9,9.9,0.003,0.0197,0,0,0
Aluminum Alloy,35.45,2870,0.26,69.6,17.0,40.9,0.299,0.0065,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.6,5.3,75.2,0.045,0.0183,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,14.8,53.6,0.411,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.2,11.5,65.4,0.201,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.7,6.8,71.7,0.448,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,35.3,1.2,27.2,0.194,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.0,4.7,16.0,0.123,0.0028,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.3,2.7,61.1,0.338,0.0199,1,0,0
Aluminum Alloy,35.45,2870,0.26,52.1,2.5,5.3,0.112,0.008,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.0,8.4,31.3,0.401,0.002,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,16.1,57.1,0.442,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,12.5,67.2,0.006,0.0179,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.7,1.8,38.2,0.091,0.0139,1,0,0
Aluminum Alloy,35.45,2870,0.26,62.9,0.9,72.7,0.27,0.0143,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.2,18.1,14.2,0.089,0.0096,0,0,0
Aluminum Alloy,35.45,2870,0.26,52.7,2.7,37.3,0.144,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,66.4,7.9,20.3,0.18,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.0,19.6,21.7,0.003,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.9,3.6,28.1,0.144,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,65.0,11.8,49.9,0.048,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.4,19.7,28.1,0.382,0.0122,1,0,0
Aluminum Alloy,35.45,2870,0.26,20.2,10.9,59.3,0.347,0.0092,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.7,17.4,19.8,0.336,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,67.6,0.1,78.1,0.421,0.0063,0,0,0
Aluminum Alloy,35.45,2870,0.26,58.7,10.8,62.8,0.215,0.0104,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.1,6.2,72.9,0.295,0.0124,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.1,10.6,78.6,0.353,0.018,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,7.9,29.2,0.464,0.0141,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,18.0,6.8,0.399,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,61.7,4.8,7.8,0.047,0.0055,1,1,0
Aluminum Alloy,35.45,2870,0.26,26.4,5.1,80.2,0.011,0.0171,0,0,0
Aluminum Alloy,35.45,2870,0.26,30.4,20.4,50.7,0.131,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,62.8,18.9,35.5,0.224,0.0144,1,0,0
Aluminum Alloy,35.45,2870,0.26,12.5,7.6,10.4,0.12,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.5,7.2,24.7,0.46,0.0164,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,9.8,9.0,0.454,0.004,0,0,0
Aluminum Alloy,35.45,2870,0.26,74.2,9.1,51.5,0.341,0.0076,0,0,0
Aluminum Alloy,35.45,2870,0.26,43.8,8.3,56.1,0.124,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,67.1,6.4,53.9,0.013,0.0137,0,0,0
Aluminum Alloy,35.45,2870,0.26,19.8,8.8,71.6,0.202,0.009,0,0,0
Aluminum Alloy,35.45,2870,0.26,28.5,3.3,74.5,0.123,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,58.3,15.7,55.8,0.125,0.0156,1,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,2.3,18.7,0.184,0.0045,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,12.0,72.6,0.389,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.0,19.1,63.5,0.147,0.0172,1,0,0
Aluminum Alloy,35.45,2870,0.26,73.4,16.0,78.2,0.159,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.6,10.8,60.6,0.299,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.7,18.9,67.0,0.141,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.3,15.0,9.1,0.139,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,6.2,44.0,0.322,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,48.6,10.8,6.4,0.03,0.0207,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.4,13.1,79.5,0.24,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.4,6.5,64.7,0.411,0.0164,1,0,0
Aluminum Alloy,35.45,2870,0.26,14.3,18.4,22.4,0.425,0.0057,0,0,0
Aluminum Alloy,35.45,2870,0.26,62.8,11.0,39.1,0.448,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.5,12.2,26.7,0.158,0.0084,0,0,0
Aluminum Alloy,35.45,2870,0.26,56.0,0.3,11.1,0.19,0.0018,0,0,0
Aluminum Alloy,35.45,2870,0.26,75.5,4.3,50.6,0.179,0.0138,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,8.0,8.9,0.319,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,62.0,6.7,71.2,0.085,0.014,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.8,3.3,44.9,0.465,0.0152,0,0,0
Aluminum Alloy,35.45,2870,0.26,71.1,12.6,56.9,0.059,0.0071,1,1,0
Aluminum Alloy,35.45,2870,0.26,75.7,10.7,37.0,0.444,0.0154,1,0,0
Aluminum Alloy,35.45,2870,0.26,56.6,1.7,32.4,0.34,0.0203,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.2,13.4,77.1,0.423,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.5,12.9,42.1,0.189,0.0016,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,16.5,42.0,0.274,0.0173,1,0,0
Aluminum Alloy,35.45,2870,0.26,59.9,5.7,42.7,0.225,0.0148,1,0,0
Aluminum Alloy,35.45,2870,0.26,11.6,8.5,56.6,0.274,0.0101,1,0,0
Aluminum Alloy,35.45,2870,0.26,24.3,14.1,61.8,0.392,0.0005,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.4,2.8,56.5,0.157,0.0067,0,0,0
Aluminum Alloy,35.45,2870,0.26,79.0,19.5,37.4,0.345,0.0196,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.9,12.8,24.7,0.432,0.0142,1,0,0
Aluminum Alloy,35.45,2870,0.26,43.1,15.1,44.7,0.226,0.011,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.7,13.7,43.5,0.117,0.0198,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,5.5,79.2,0.12,0.0029,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.7,4.7,50.0,0.289,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,70.5,14.2,56.9,0.341,0.0126,1,0,0
Aluminum Alloy,35.45,2870,0.26,62.0,13.6,35.0,0.028,0.0014,1,1,0
Aluminum Alloy,35.45,2870,0.26,8.2,11.8,72.3,0.375,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,11.1,22.6,0.22,0.0075,0,0,0
Aluminum Alloy,35.45,2870,0.26,23.2,17.1,66.6,0.112,0.0161,1,0,0
Aluminum Alloy,35.45,2870,0.26,54.7,14.0,59.9,0.179,0.02,1,0,0
Aluminum Alloy,35.45,2870,0.26,21.4,11.4,69.6,0.39,0.0179,1,0,0
Aluminum Alloy,35.45,2870,0.26,53.0,11.1,80.2,0.067,0.0204,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.2,0.3,34.1,0.185,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,54.6,4.0,34.8,0.288,0.0177,1,0,0
Aluminum Alloy,35.45,2870,0.26,39.5,5.5,80.5,0.226,0.0068,0,0,0
Aluminum Alloy,35.45,2870,0.26,39.5,2.0,33.2,0.339,0.0021,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.7,19.7,67.1,0.072,0.0119,0,0,0
Aluminum Alloy,35.45,2870,0.26,20.4,0.3,71.4,0.358,0.0188,1,0,0
Aluminum Alloy,35.45,2870,0.26,63.0,15.0,65.9,0.289,0.0116,1,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,2.4,12.7,0.457,0.0066,0,0,0
Aluminum Alloy,35.45,2870,0.26,80.8,5.5,4.9,0.349,0.0167,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.6,2.8,64.8,0.398,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,40.9,11.8,75.0,0.235,0.0097,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.8,17.1,26.8,0.287,0.0153,1,0,0
Aluminum Alloy,35.45,2870,0.26,67.2,18.5,23.1,0.154,0.0155,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.8,5.1,4.3,0.184,0.0047,0,0,0
Aluminum Alloy,35.45,2870,0.26,17.7,16.6,50.4,0.417,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,17.4,71.2,0.206,0.0185,1,0,0
Aluminum Alloy,35.45,2870,0.26,36.1,12.2,40.5,0.031,0.0039,1,1,0
Aluminum Alloy,35.45,2870,0.26,61.7,17.7,45.5,0.232,0.013,1,0,0
Aluminum Alloy,35.45,2870,0.26,39.9,8.2,46.1,0.019,0.0086,1,1,0
Aluminum Alloy,35.45,2870,0.26,76.5,7.8,46.3,0.121,0.0194,1,0,0
Aluminum Alloy,35.45,2870,0.26,34.1,13.7,4.5,0.117,0.0087,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.9,7.7,58.0,0.451,0.0054,0,0,0
Aluminum Alloy,35.45,2870,0.26,63.2,14.9,11.8,0.443,0.0112,1,0,0
Aluminum Alloy,35.45,2870,0.26,61.1,12.2,14.4,0.074,0.0127,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.8,16.8,17.7,0.019,0.0148,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.5,0.8,78.0,0.095,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.7,8.7,59.6,0.379,0.0186,1,0,0
Aluminum Alloy,35.45,2870,0.26,64.0,4.2,68.5,0.248,0.0019,0,0,0
Aluminum Alloy,35.45,2870,0.26,36.2,14.1,53.4,0.13,0.0071,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.3,4.6,35.7,0.121,0.0117,1,0,0
Aluminum Alloy,35.45,2870,0.26,16.3,11.4,56.6,0.189,0.0073,0,0,0
Aluminum Alloy,35.45,2870,0.26,60.5,13.0,53.1,0.303,0.0022,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.0,3.4,28.7,0.101,0.0085,0,0,0
Aluminum Alloy,35.45,2870,0.26,72.4,7.9,21.1,0.251,0.0051,0,0,0
Aluminum Alloy,35.45,2870,0.26,55.0,12.6,58.1,0.003,0.0143,0,0,0
Aluminum Alloy,35.45,2870,0.26,32.6,18.8,37.6,0.008,0.0049,0,0,0
Aluminum Alloy,35.45,2870,0.26,68.0,15.3,26.8,0.215,0.0008,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.1,6.4,27.4,0.456,0.0082,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.8,0.1,46.3,0.108,0.0174,1,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,13.8,42.5,0.059,0.0114,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,15.2,52.9,0.017,0.0133,0,0,0
Aluminum Alloy,35.45,2870,0.26,59.5,1.7,40.8,0.08,0.0033,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.6,4.5,32.0,0.07,0.0049,1,1,0
Aluminum Alloy,35.45,2870,0.26,71.8,14.3,35.4,0.252,0.0038,0,0,0
Aluminum Alloy,35.45,2870,0.26,60.5,7.5,54.7,0.318,0.0189,1,0,0
Aluminum Alloy,35.45,2870,0.26,25.1,18.3,9.6,0.141,0.0132,1,0,0
Aluminum Alloy,35.45,2870,0.26,31.5,1.7,20.4,0.432,0.0043,0,0,0
Aluminum Alloy,35.45,2870,0.26,15.3,15.2,38.6,0.088,0.01,1,0,0
Aluminum Alloy,35.45,2870,0.26,77.1,13.6,41.2,0.369,0.0134,1,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,10.5,58.1,0.286,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,25.0,9.4,36.8,0.402,0.0098,0,0,0
Aluminum Alloy,35.45,2870,0.26,51.5,20.8,63.6,0.429,0.0011,0,0,0
Aluminum Alloy,35.45,2870,0.26,77.4,19.4,44.4,0.215,0.0035,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.7,10.1,53.4,0.253,0.0102,1,0,0
Aluminum Alloy,35.45,2870,0.26,50.1,18.0,58.3,0.335,0.0003,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,17.2,25.5,0.262,0.0004,0,0,0
Aluminum Alloy,35.45,2870,0.26,47.6,1.7,7.4,0.399,0.0114,1,0,0
Aluminum Alloy,35.45,2870,0.26,60.8,17.6,38.0,0.292,0.0006,0,0,0
Aluminum Alloy,35.45,2870,0.26,27.2,10.9,24.9,0.219,0.0039,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.3,5.4,61.0,0.079,0.0089,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,11.4,19.9,0.443,0.0083,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.4,1.7,65.6,0.217,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,49.6,20.7,16.5,0.191,0.0007,0,0,0
Aluminum Alloy,35.45,2870,0.26,65.0,12.7,78.6,0.112,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,13.7,13.8,57.9,0.066,0.0144,0,0,0
Aluminum Alloy,35.45,2870,0.26,78.3,18.5,3.1,0.143,0.0055,0,0,0
Aluminum Alloy,35.45,2870,0.26,22.6,6.2,10.3,0.069,0.006,1,1,0
Aluminum Alloy,35.45,2870,0.26,65.5,20.2,47.3,0.424,0.0193,1,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,1.4,53.8,0.364,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,29.3,6.9,31.8,0.065,0.0121,0,0,0
Aluminum Alloy,35.45,2870,0.26,26.9,7.5,26.4,0.187,0.0157,1,0,0
Aluminum Alloy,35.45,2870,0.26,44.2,13.8,28.1,0.388,0.005,0,0,0
Aluminum Alloy,35.45,2870,0.26,53.4,14.9,26.6,0.207,0.0015,0,0,0
Aluminum Alloy,35.45,2870,0.26,34.0,20.2,52.9,0.332,0.0162,1,0,0
