Material Type,Material Hardness Number,Desity,Poissons Ratio,Diameter,Depth,Tolerance,Surface finish,drilling,reaming,rough boring,finish boaring
Aluminum Alloy,35.45,2870,0.26,1.2,8,0.04,0.0071,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,10,0.065,0.0095,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,15,0.076,0.0595,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,10,0.249,0.0725,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,8,0.068,0.0614,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.8,19,0.085,0.0144,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.1,10,0.066,0.062,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,5,0.038,0.0664,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,20,0.015,0.0096,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.8,6,0.231,0.0323,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,8,0.049,0.0331,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.7,9,0.184,0.0393,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,9,0.242,0.0246,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,18,0.045,0.0767,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,11,0.256,0.0584,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,11,0.251,0.0661,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,2,0.149,0.0519,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,3,0.03,0.0079,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.3,19,0.187,0.0061,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.4,1,0.215,0.0123,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,3.3,12,0.024,0.0633,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,2,0.101,0.0341,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,6,0.101,0.0065,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.1,1,0.064,0.0765,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,9,0.165,0.0136,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.4,13,0.092,0.0475,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.5,14,0.05,0.0396,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,5,0.089,0.042,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.9,3,0.21,0.0138,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.3,7,0.171,0.0709,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,1,0.041,0.0516,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,4,0.203,0.0148,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,5.1,3,0.136,0.0114,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.5,11,0.2,0.0283,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,19,0.138,0.0394,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,6,0.083,0.0396,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,4,0.267,0.0287,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,17,0.103,0.0778,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,15,0.152,0.0725,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,19,0.171,0.0261,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.9,1,0.227,0.0107,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,11.0,6,0.18,0.0469,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,5,0.147,0.0088,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,3.1,10,0.23,0.0748,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,12,0.099,0.0178,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,1,0.234,0.046,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,17,0.243,0.0142,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.7,19,0.239,0.0652,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,14,0.214,0.0761,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,19,0.038,0.0357,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,6,0.158,0.0578,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,6,0.056,0.0114,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.5,5,0.12,0.0334,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,12,0.16,0.006,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,3.5,0,0.207,0.061,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,11,0.134,0.0299,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.8,10,0.12,0.0166,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.4,10,0.256,0.0047,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.7,16,0.104,0.0563,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,4,0.174,0.026,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,12,0.149,0.0581,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.3,3,0.094,0.0792,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,16,0.144,0.0597,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,10,0.212,0.034,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,2,0.106,0.0447,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,16,0.109,0.0028,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,2,0.102,0.043,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,8,0.228,0.0787,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.2,13,0.131,0.0537,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.5,5,0.2,0.0553,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,20,0.174,0.0579,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,0,0.1,0.0391,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,19,0.144,0.0777,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,3,0.076,0.0694,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,20,0.135,0.0725,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,20,0.058,0.0198,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,5,0.228,0.0693,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,7,0.027,0.0247,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.8,3,0.078,0.0042,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,4,0.09,0.0023,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,18,0.011,0.0399,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,19,0.193,0.0213,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.0,17,0.148,0.0345,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.1,14,0.197,0.0341,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,12,0.121,0.0449,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,6,0.251,0.0716,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,8,0.167,0.0039,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,18,0.133,0.045,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,13,0.128,0.0486,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,17,0.119,0.0546,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,17,0.011,0.0133,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,18,0.042,0.0354,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,8,0.037,0.0448,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,1,0.256,0.0516,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,4,0.167,0.0376,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,4,0.161,0.0106,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.5,13,0.11,0.0457,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,8,0.202,0.0379,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,14,0.114,0.0315,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.9,10,0.089,0.0276,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,0,0.023,0.0307,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,9,0.114,0.0102,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.2,0,0.244,0.0066,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.6,6,0.059,0.0531,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.9,15,0.148,0.0167,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,11.0,15,0.02,0.0202,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,1,0.142,0.0614,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,11,0.048,0.0416,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,15,0.103,0.0285,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,10,0.125,0.0434,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,14,0.061,0.0563,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,10,0.255,0.0425,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,13,0.186,0.0654,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,15,0.137,0.0146,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.2,18,0.163,0.0664,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.8,10,0.102,0.0725,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.7,0,0.175,0.0513,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,9,0.027,0.0457,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,11,0.244,0.0282,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,16,0.163,0.0525,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.8,8,0.203,0.0362,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,10,0.227,0.0616,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.4,1,0.276,0.0716,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,4,0.184,0.0618,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,15,0.082,0.0265,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,16,0.278,0.0352,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.8,5,0.192,0.0456,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,16,0.223,0.0399,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,16,0.227,0.061,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,17,0.011,0.0174,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.3,20,0.188,0.0808,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,12,0.181,0.0457,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,2,0.065,0.0398,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,0,0.108,0.0525,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,2,0.207,0.0243,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,10,0.201,0.0486,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,15,0.178,0.0572,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.7,5,0.228,0.0518,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.3,15,0.07,0.0044,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,8,0.269,0.0112,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.5,7,0.059,0.0712,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.7,2,0.07,0.0649,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,13,0.157,0.0552,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.7,0,0.182,0.0715,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,16,0.233,0.0496,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,18,0.265,0.075,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.4,6,0.26,0.0724,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.4,10,0.119,0.0765,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,11,0.097,0.0053,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.7,10,0.123,0.0061,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.5,20,0.247,0.0665,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.8,8,0.047,0.0167,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,5,0.221,0.0253,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.4,2,0.278,0.0089,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,17,0.166,0.0091,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.9,15,0.191,0.0295,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,20,0.143,0.0007,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.8,16,0.238,0.0617,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.3,6,0.27,0.0216,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,8,0.179,0.0682,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,2,0.154,0.0445,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,2,0.109,0.0473,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,10,0.222,0.0635,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,18,0.142,0.046,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,18,0.196,0.067,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,10,0.09,0.0233,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.5,20,0.065,0.0711,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,6,0.139,0.0516,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,19,0.086,0.0286,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,13,0.199,0.0184,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,5.0,14,0.277,0.0196,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,19,0.239,0.0751,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,3,0.276,0.066,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,18,0.193,0.0615,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.0,14,0.165,0.0614,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.9,3,0.204,0.0253,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,1,0.22,0.032,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,20,0.061,0.017,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,0,0.033,0.0542,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,10,0.184,0.0112,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,3.1,3,0.087,0.0491,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.8,16,0.274,0.0224,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,13,0.223,0.0621,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.4,13,0.211,0.0739,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,6,0.162,0.0588,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.2,2,0.143,0.0561,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.5,13,0.013,0.0273,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,12,0.212,0.0428,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.0,2,0.052,0.0349,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,13,0.153,0.0563,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.6,6,0.065,0.0791,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,18,0.136,0.0415,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.9,14,0.114,0.0023,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,15,0.022,0.0474,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.3,5,0.218,0.0164,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,2.7,3,0.255,0.0675,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,15,0.167,0.0437,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,5,0.087,0.0695,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,14,0.071,0.0306,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.4,8,0.039,0.0427,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,4,0.067,0.0753,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.5,6,0.268,0.0289,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,11,0.046,0.0212,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,6,0.191,0.0263,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.2,7,0.259,0.0177,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.4,0,0.066,0.0159,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.3,20,0.118,0.0519,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,11,0.064,0.0697,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,12,0.213,0.006,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.1,4,0.262,0.0699,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,13,0.118,0.0586,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,2,0.015,0.0043,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.8,11,0.02,0.0757,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,19,0.226,0.0501,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.2,6,0.039,0.0508,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.9,4,0.179,0.0657,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,18,0.276,0.0405,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,1,0.132,0.0723,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.6,1,0.185,0.0207,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.5,17,0.162,0.0091,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.6,5,0.028,0.0136,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,16,0.235,0.0025,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,0,0.273,0.0701,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,9,0.187,0.0553,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.1,9,0.083,0.0737,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.4,18,0.196,0.033,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.0,20,0.224,0.002,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.9,20,0.198,0.0152,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,4.6,11,0.151,0.0277,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,3,0.189,0.0363,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,11.0,9,0.16,0.0165,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.4,20,0.177,0.0216,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.5,16,0.101,0.0198,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,1.3,3,0.152,0.0375,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,20,0.077,0.0113,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,9,0.239,0.0169,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,9.0,5,0.193,0.0323,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,11,0.185,0.0109,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,0.8,10,0.068,0.0279,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,11,0.123,0.0013,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.4,9,0.079,0.0507,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,9,0.078,0.0486,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.6,9,0.244,0.0394,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.4,20,0.176,0.0403,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,7,0.147,0.054,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.5,18,0.131,0.0809,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.8,8,0.125,0.0217,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.9,7,0.189,0.0687,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.1,2,0.02,0.0304,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.1,5,0.075,0.0193,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.3,6,0.162,0.0738,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,10,0.025,0.0194,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.6,7,0.056,0.0668,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,20,0.144,0.0511,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,20,0.031,0.0589,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.4,6,0.248,0.045,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,1,0.042,0.0205,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,0,0.213,0.0672,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.2,16,0.257,0.0437,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,4,0.219,0.0239,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,8,0.102,0.0622,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.4,17,0.219,0.0149,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,6.9,5,0.237,0.0416,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.7,14,0.122,0.0385,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.9,1,0.246,0.001,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.2,5,0.064,0.0772,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.3,11,0.141,0.059,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.9,16,0.121,0.0459,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.2,16,0.241,0.0405,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.7,16,0.012,0.0635,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.1,16,0.114,0.0351,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.1,5,0.203,0.0566,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.0,11,0.151,0.048,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.9,13,0.263,0.0171,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.2,3,0.278,0.0285,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,0,0.128,0.0119,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,11.0,11,0.071,0.0711,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,4,0.179,0.076,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.0,5,0.044,0.0743,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,7.6,5,0.134,0.0136,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,3.4,7,0.065,0.0687,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.8,8,0.18,0.0108,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,8.9,10,0.175,0.0283,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.8,7,0.04,0.0385,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.3,13,0.027,0.0133,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.1,1,0.208,0.02,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,9,0.24,0.0661,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.2,12,0.015,0.0755,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.2,19,0.234,0.0778,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.7,2,0.215,0.0474,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.4,12,0.139,0.0706,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.1,16,0.075,0.061,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.4,15,0.075,0.0548,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.6,4,0.263,0.0785,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,0.3,1,0.127,0.0543,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.7,14,0.226,0.0726,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.0,13,0.155,0.0739,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,8.9,12,0.12,0.0601,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,10.8,0,0.048,0.0654,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,6,0.076,0.0397,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.1,1,0.238,0.0313,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,9.2,7,0.16,0.0454,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.7,19,0.235,0.0258,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,1.6,12,0.035,0.0019,1,0,1,1
Aluminum Alloy,35.45,2870,0.26,3.6,18,0.27,0.0786,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,4.3,13,0.031,0.0164,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.3,17,0.144,0.0533,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.6,13,0.023,0.0223,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,6.3,11,0.198,0.0121,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,3.7,18,0.037,0.0335,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,3.0,18,0.039,0.0061,0,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.6,15,0.083,0.0363,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.3,15,0.226,0.0088,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,7.9,1,0.235,0.0256,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,5.3,14,0.074,0.0086,1,0,0,0
Aluminum Alloy,35.45,2870,0.26,2.6,9,0.182,0.0146,1,0,1,0
Aluminum Alloy,35.45,2870,0.26,5.3,8,0.03,0.0454,0,0,0,0
